date,battery_power,blue,n_cores,pc,talk_time,touch_screen,wifi,dual_sim,four_g,three_g,clock_speed,fc,int_memory,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,price_range
13/03/2022,1541,Yes,5,15,7,No,Yes,Yes,Yes,Yes,2.8,10,28,0.2,165,796,1052,1108,12,1,medium cost
13/03/2022,615,Yes,5,8,5,No,No,Yes,No,Yes,0.5,7,58,0.5,130,1021,1958,1906,14,5,medium cost
13/03/2022,912,Yes,4,11,4,Yes,Yes,Yes,Yes,Yes,2.8,6,46,0.4,84,995,1310,851,8,4,low cost
13/03/2022,1278,Yes,7,14,19,No,Yes,No,Yes,Yes,1.2,10,60,0.6,172,1244,1504,3142,11,4,very high cost
13/03/2022,1365,No,4,0,13,No,Yes,No,Yes,Yes,0.6,0,31,0.3,125,293,970,1300,14,7,low cost
13/03/2022,1702,No,5,9,10,No,No,No,No,No,1,7,36,0.1,177,1240,1931,1430,8,6,high cost
13/03/2022,589,Yes,8,4,6,Yes,Yes,No,Yes,Yes,0.5,1,59,0.7,146,759,1858,362,16,10,low cost
13/03/2022,1347,No,1,19,13,Yes,Yes,Yes,No,Yes,1.5,10,56,0.3,95,398,1528,2456,13,0,high cost
13/03/2022,1644,No,8,0,19,No,No,No,Yes,Yes,2.8,0,44,1,137,358,791,2360,7,4,high cost
13/03/2022,956,No,7,11,7,Yes,No,Yes,No,Yes,1.9,1,42,0.1,133,403,1614,3700,10,0,very high cost
13/03/2022,1089,No,7,20,13,No,No,Yes,No,Yes,1.4,10,2,0.1,153,211,1409,2620,7,5,high cost
13/03/2022,871,No,3,3,17,No,No,No,No,Yes,0.6,2,52,0.1,178,194,1437,437,14,7,low cost
13/03/2022,664,No,2,19,18,No,No,No,Yes,Yes,1.5,5,6,0.9,164,1076,1472,3774,11,5,very high cost
13/03/2022,1874,Yes,2,9,17,Yes,No,No,No,No,0.6,1,19,0.8,192,1238,1418,1218,15,10,medium cost
13/03/2022,1928,No,5,16,15,Yes,Yes,No,No,Yes,2.6,5,5,0.8,162,229,1004,696,14,12,low cost
13/03/2022,888,No,2,17,20,No,No,Yes,Yes,Yes,2.6,2,33,0.4,198,327,1683,3407,12,1,very high cost
13/03/2022,1077,Yes,7,13,3,No,No,Yes,No,Yes,1.7,1,58,0.8,86,135,1892,3902,9,3,very high cost
13/03/2022,1023,Yes,8,7,19,Yes,Yes,Yes,Yes,Yes,2.3,5,30,0.2,80,5,1744,2086,10,0,medium cost
13/03/2022,1426,Yes,3,10,16,No,Yes,No,Yes,Yes,0.8,2,42,0.6,84,715,1163,1356,15,9,medium cost
13/03/2022,831,No,5,11,20,Yes,Yes,Yes,Yes,Yes,1.7,7,26,0.7,177,511,621,1704,6,5,low cost
13/03/2022,1496,Yes,3,9,11,Yes,Yes,Yes,Yes,Yes,1.3,0,6,0.5,85,549,1383,3571,16,1,very high cost
13/03/2022,1433,Yes,5,11,19,No,Yes,No,Yes,Yes,2.3,2,5,0.1,129,420,784,2132,18,15,medium cost
13/03/2022,1095,Yes,4,5,8,Yes,Yes,Yes,Yes,Yes,2.6,0,44,0.7,103,838,1066,3209,13,11,very high cost
13/03/2022,643,Yes,1,9,2,No,No,Yes,Yes,Yes,0.7,3,23,0.8,156,314,1400,2096,13,6,medium cost
13/03/2022,1142,Yes,4,0,6,No,No,No,Yes,Yes,1.1,0,6,0.5,198,739,1766,1273,19,0,medium cost
13/03/2022,730,Yes,5,10,15,Yes,No,Yes,Yes,Yes,0.5,3,27,0.1,112,62,846,3623,9,4,high cost
13/03/2022,1901,Yes,2,17,12,No,No,No,Yes,Yes,0.5,5,41,0.6,131,3,1662,368,5,1,low cost
13/03/2022,1510,No,3,8,10,No,Yes,Yes,No,Yes,0.6,1,32,0.7,135,963,1520,854,8,2,medium cost
13/03/2022,1924,No,6,0,16,No,Yes,No,Yes,Yes,2.6,0,59,0.9,136,1438,1923,3646,10,9,very high cost
13/03/2022,1825,No,4,18,2,No,Yes,Yes,Yes,Yes,1.1,13,17,0.1,157,1621,1773,3130,12,4,very high cost
13/03/2022,1275,Yes,1,9,4,Yes,No,Yes,Yes,Yes,0.5,3,5,0.2,152,19,501,3784,13,4,very high cost
13/03/2022,987,Yes,7,17,14,Yes,No,No,No,Yes,2.3,9,17,0.8,124,887,1274,3885,11,0,very high cost
13/03/2022,1538,Yes,7,7,12,Yes,Yes,No,Yes,Yes,2.3,6,13,0.2,121,567,986,1494,18,10,medium cost
13/03/2022,1965,Yes,5,13,20,Yes,Yes,No,Yes,Yes,0.5,4,29,0.5,149,584,676,2973,11,1,very high cost
13/03/2022,808,No,6,14,11,Yes,No,No,No,No,1.9,7,20,0.8,185,496,974,1471,13,4,low cost
13/03/2022,712,No,2,11,12,Yes,Yes,No,No,Yes,0.5,6,27,0.5,86,1245,1309,2001,11,10,medium cost
13/03/2022,1507,Yes,5,0,19,No,No,Yes,Yes,Yes,0.9,0,42,0.4,123,682,888,1486,15,3,medium cost
13/03/2022,912,No,3,6,6,Yes,Yes,No,No,No,0.7,3,47,0.9,182,724,794,1321,7,2,low cost
13/03/2022,769,Yes,8,4,11,No,Yes,No,No,No,1.2,2,17,0.1,95,1384,1454,1877,18,2,medium cost
13/03/2022,948,No,5,20,19,Yes,Yes,No,No,Yes,2.3,14,22,0.1,173,257,1654,3499,11,7,very high cost
13/03/2022,507,Yes,1,0,12,Yes,No,Yes,Yes,Yes,1.9,0,39,0.7,142,17,1084,2124,6,0,medium cost
13/03/2022,1384,Yes,3,18,15,No,Yes,Yes,No,Yes,2.8,15,60,0.1,82,983,1210,1221,18,12,medium cost
13/03/2022,1766,Yes,8,20,6,No,Yes,No,No,No,1.3,1,29,0.5,194,439,1306,2316,19,2,high cost
13/03/2022,1407,No,4,6,8,Yes,No,Yes,Yes,Yes,1.8,5,16,0.2,170,925,1206,1068,6,0,medium cost
13/03/2022,614,No,4,7,4,No,Yes,Yes,Yes,Yes,2.9,3,24,0.2,94,409,603,1930,13,12,medium cost
13/03/2022,1972,No,7,18,8,Yes,No,No,No,Yes,2.9,9,14,0.4,196,293,952,1316,8,1,medium cost
13/03/2022,1039,No,8,9,15,No,No,Yes,No,Yes,0.5,8,47,0.2,130,384,1878,1742,18,12,medium cost
13/03/2022,511,Yes,8,13,14,No,No,Yes,Yes,Yes,3,5,34,0.9,125,149,1285,3265,14,7,high cost
13/03/2022,1811,Yes,4,16,8,Yes,Yes,No,Yes,Yes,2.5,4,5,0.6,98,447,568,2700,13,7,high cost
13/03/2022,1159,No,4,8,18,No,No,No,No,No,1.5,3,36,0.4,104,717,1206,2115,8,7,high cost
13/03/2022,1848,No,2,19,8,No,Yes,Yes,No,No,1.3,7,12,0.1,178,195,533,3915,9,7,very high cost
13/03/2022,1988,Yes,8,1,14,No,No,No,Yes,Yes,0.5,0,16,0.1,94,153,696,3144,16,2,very high cost
13/03/2022,1469,No,7,8,2,No,No,No,Yes,Yes,0.5,3,58,0.5,150,1699,1850,1571,17,16,high cost
13/03/2022,1423,No,5,13,9,No,No,No,No,No,0.6,12,44,0.8,131,501,640,2253,10,8,medium cost
13/03/2022,1974,No,6,12,17,No,No,Yes,No,No,0.5,9,10,0.8,145,530,1496,1433,6,1,medium cost
13/03/2022,835,No,5,18,13,Yes,Yes,Yes,Yes,Yes,0.8,2,42,0.8,128,396,1378,2583,15,2,high cost
13/03/2022,1429,No,5,9,16,No,No,No,No,Yes,0.6,8,42,0.9,151,670,1552,1817,6,1,medium cost
13/03/2022,947,Yes,2,15,6,Yes,Yes,No,Yes,Yes,0.5,1,51,0.1,144,193,887,2915,17,1,high cost
13/03/2022,1446,Yes,8,1,16,Yes,Yes,Yes,Yes,Yes,2.8,0,18,0.3,178,351,1769,3340,8,0,very high cost
13/03/2022,1332,No,7,19,10,Yes,No,Yes,Yes,Yes,1.3,5,7,0.8,168,846,855,2790,19,11,high cost
13/03/2022,1498,Yes,4,1,12,Yes,No,Yes,Yes,Yes,1.2,0,14,0.1,191,111,1167,577,14,12,low cost
13/03/2022,1576,Yes,2,4,6,Yes,No,Yes,Yes,Yes,0.9,0,14,0.4,173,1213,1386,3220,17,2,very high cost
13/03/2022,1398,No,1,12,11,Yes,No,Yes,Yes,Yes,1.6,8,26,0.8,150,755,1284,3488,14,3,very high cost
13/03/2022,1885,No,4,15,16,No,Yes,Yes,Yes,Yes,2.4,12,14,0.6,92,1406,1517,1277,9,6,medium cost
13/03/2022,798,Yes,2,15,3,Yes,No,Yes,No,No,0.5,7,2,0.8,148,497,627,3593,14,9,high cost
13/03/2022,1436,No,8,1,19,Yes,No,Yes,Yes,Yes,2.5,0,42,0.9,124,1826,1836,2736,12,5,very high cost
13/03/2022,1998,Yes,8,19,18,Yes,No,No,No,Yes,1.2,8,31,0.6,196,50,1356,2311,17,9,high cost
13/03/2022,1321,Yes,8,9,16,Yes,Yes,No,Yes,Yes,1.3,0,63,0.4,109,817,941,1464,7,6,medium cost
13/03/2022,1021,No,2,12,14,Yes,No,No,No,Yes,1.3,7,9,0.7,192,901,1793,1355,6,1,medium cost
13/03/2022,1339,Yes,2,1,7,No,Yes,Yes,No,Yes,2.3,0,40,0.1,123,212,1269,2382,6,4,high cost
13/03/2022,1210,Yes,4,20,17,No,Yes,Yes,No,Yes,1.6,9,57,0.5,111,329,1039,1886,16,0,medium cost
13/03/2022,1949,Yes,5,9,19,No,No,Yes,Yes,Yes,0.5,2,31,0.1,145,837,1182,832,7,3,medium cost
13/03/2022,882,No,6,16,8,No,Yes,Yes,Yes,Yes,0.7,9,28,0.2,151,248,884,751,19,11,low cost
13/03/2022,1549,Yes,5,7,11,No,No,Yes,Yes,Yes,1.5,0,27,0.4,113,632,1162,436,10,8,low cost
13/03/2022,1991,No,1,13,10,Yes,No,Yes,Yes,Yes,2.2,1,42,0.7,82,366,613,722,6,5,low cost
13/03/2022,796,No,1,8,2,Yes,No,No,No,No,0.5,2,12,0.5,114,174,518,1075,7,3,low cost
13/03/2022,1012,No,4,6,10,Yes,No,Yes,No,Yes,0.5,4,39,0.1,161,882,1195,2802,8,0,high cost
13/03/2022,1318,No,2,15,2,No,No,Yes,Yes,Yes,1.9,0,11,0.8,188,688,1591,1780,12,10,medium cost
13/03/2022,1708,No,4,16,16,No,No,No,Yes,Yes,0.8,8,14,0.9,197,263,1345,1247,19,16,medium cost
13/03/2022,598,Yes,8,9,19,Yes,No,Yes,Yes,Yes,0.8,8,62,0.1,117,118,764,3066,11,2,high cost
13/03/2022,541,Yes,8,17,12,No,No,No,No,No,2.3,4,51,0.4,200,1012,1226,403,11,2,low cost
13/03/2022,818,No,5,17,3,Yes,No,Yes,Yes,Yes,0.5,2,23,0.2,192,586,1552,2518,19,12,high cost
13/03/2022,1414,No,2,0,14,No,No,No,Yes,Yes,0.5,0,15,0.8,168,294,1233,1069,18,6,low cost
13/03/2022,601,Yes,4,11,9,No,Yes,Yes,Yes,Yes,1.7,3,6,0.8,169,818,1827,2651,14,8,high cost
13/03/2022,561,Yes,7,6,19,No,Yes,Yes,Yes,Yes,2.8,2,40,0.1,99,426,865,2974,15,12,high cost
13/03/2022,1616,Yes,5,8,2,Yes,No,Yes,No,Yes,2.3,3,52,0.1,100,151,1133,657,7,3,low cost
13/03/2022,1263,Yes,2,2,10,Yes,No,Yes,Yes,Yes,1.4,1,32,0.4,103,409,644,3372,18,13,very high cost
13/03/2022,1604,Yes,5,2,20,Yes,No,Yes,Yes,Yes,1.9,0,63,0.6,93,641,1156,1464,15,9,medium cost
13/03/2022,539,No,4,2,3,Yes,No,Yes,No,Yes,2,1,24,0.5,86,958,967,1326,7,4,low cost
13/03/2022,1071,No,4,5,7,No,No,No,No,Yes,2.6,0,49,0.3,199,1328,1970,3393,6,5,very high cost
13/03/2022,826,No,2,0,7,No,Yes,Yes,Yes,Yes,0.5,0,57,0.5,135,354,530,323,17,3,low cost
13/03/2022,771,No,1,8,6,Yes,No,No,No,No,2.9,2,62,0.7,106,1709,1781,1628,9,3,medium cost
13/03/2022,1811,No,8,2,13,Yes,No,No,No,Yes,2.9,0,33,0.2,132,1099,1553,2610,8,3,very high cost
13/03/2022,1842,Yes,4,10,4,Yes,Yes,Yes,No,No,2.2,7,56,0.4,179,783,1227,3721,16,11,very high cost
13/03/2022,1420,No,8,8,17,Yes,Yes,Yes,No,No,2.8,1,50,0.1,100,194,1393,763,17,1,low cost
13/03/2022,1763,No,3,19,13,No,Yes,Yes,No,Yes,0.5,12,10,0.2,184,238,1893,792,17,12,low cost
13/03/2022,1163,Yes,5,20,19,No,No,No,No,Yes,1.9,6,2,0.9,133,919,1076,1568,14,0,medium cost
13/03/2022,1805,Yes,4,2,17,Yes,No,No,No,No,0.5,0,29,0.2,182,758,891,1276,19,4,medium cost
13/03/2022,610,Yes,4,19,12,Yes,Yes,Yes,No,Yes,1.6,9,52,0.4,90,1039,1273,3472,10,4,very high cost
13/03/2022,1533,Yes,4,20,11,No,Yes,Yes,Yes,Yes,1.1,18,17,0.3,160,1054,1393,2520,8,2,high cost
13/03/2022,1924,No,2,10,19,No,No,No,Yes,Yes,0.5,3,63,0.3,111,122,686,3423,13,3,very high cost
13/03/2022,1801,No,6,10,9,No,No,Yes,No,Yes,0.5,6,52,0.9,120,100,1708,258,14,8,low cost
13/03/2022,1726,Yes,5,3,6,No,No,No,Yes,Yes,1.9,1,42,0.6,106,1221,1804,1868,16,7,high cost
13/03/2022,794,No,3,19,18,No,Yes,Yes,No,No,2.5,15,14,0.6,197,312,1376,2171,19,8,medium cost
13/03/2022,1686,Yes,5,8,5,No,No,Yes,No,No,0.5,4,28,0.8,182,599,1073,780,11,10,low cost
13/03/2022,1444,Yes,1,1,10,No,No,Yes,No,No,2.1,0,6,0.9,103,1274,1340,712,17,5,low cost
14/03/2022,1004,No,8,1,13,Yes,Yes,Yes,Yes,Yes,1.6,0,30,1,160,62,581,1012,7,4,low cost
14/03/2022,1242,Yes,4,9,19,No,No,No,No,Yes,2.4,8,28,0.2,166,315,1796,318,11,10,low cost
14/03/2022,539,No,6,8,15,Yes,Yes,No,Yes,Yes,1.5,6,26,0.2,137,1123,1709,3948,18,11,very high cost
14/03/2022,717,No,8,6,20,No,No,Yes,Yes,Yes,1.1,2,14,0.1,99,1878,1981,629,16,15,low cost
14/03/2022,1540,No,7,1,5,No,No,Yes,Yes,Yes,0.7,0,29,0.1,157,318,831,1161,11,8,low cost
14/03/2022,672,No,8,17,6,No,No,No,Yes,Yes,0.5,7,35,0.1,99,574,1267,1403,16,7,low cost
14/03/2022,1325,Yes,4,8,18,Yes,No,No,Yes,Yes,0.5,0,13,1,133,1353,1915,3707,19,3,very high cost
14/03/2022,950,No,8,7,4,No,Yes,No,Yes,Yes,0.5,6,55,0.1,124,86,1681,1305,6,5,low cost
14/03/2022,948,No,4,7,9,Yes,Yes,Yes,No,Yes,1.5,6,18,0.3,119,340,1728,2926,17,13,high cost
14/03/2022,1328,Yes,3,18,5,No,Yes,No,Yes,Yes,0.5,5,27,0.3,144,602,1156,2674,7,2,high cost
14/03/2022,1447,No,2,5,20,No,Yes,No,No,No,0.5,3,40,0.7,184,963,1062,471,8,4,low cost
14/03/2022,1973,Yes,8,7,8,No,Yes,Yes,No,No,0.5,3,21,0.8,95,127,507,1724,12,10,medium cost
14/03/2022,1731,Yes,4,20,20,Yes,No,Yes,No,No,2.3,18,60,0.5,171,142,1039,1220,9,3,medium cost
14/03/2022,1617,No,2,10,8,Yes,Yes,No,Yes,Yes,1.5,1,63,0.7,111,274,1079,2754,19,10,high cost
14/03/2022,1791,Yes,5,4,16,No,Yes,Yes,Yes,Yes,0.5,1,33,0.5,110,371,682,594,17,8,low cost
14/03/2022,851,No,2,9,14,No,Yes,Yes,Yes,Yes,2.3,7,54,1,101,788,1007,1005,12,2,low cost
14/03/2022,856,No,1,7,12,Yes,Yes,Yes,Yes,Yes,1.9,0,14,0.6,115,395,1027,2439,6,3,medium cost
14/03/2022,714,Yes,4,2,10,Yes,Yes,No,No,No,0.5,1,30,0.3,145,643,1527,2302,12,10,medium cost
14/03/2022,951,No,2,17,16,Yes,No,No,Yes,Yes,0.5,6,15,0.6,81,854,935,1083,16,11,low cost
14/03/2022,1303,Yes,8,15,15,Yes,Yes,No,Yes,Yes,2.1,6,10,0.4,109,1335,1873,2219,9,3,high cost
14/03/2022,1550,Yes,7,5,14,No,No,No,No,No,2.7,2,32,0.1,126,1541,1619,1571,12,3,high cost
14/03/2022,1759,Yes,4,13,16,Yes,No,No,Yes,Yes,1.4,10,15,0.4,101,382,1163,2107,18,5,high cost
14/03/2022,1448,No,5,19,18,Yes,Yes,Yes,No,Yes,0.5,18,2,0.2,100,846,1144,593,9,4,low cost
14/03/2022,1987,Yes,8,18,6,Yes,No,No,No,Yes,1.9,0,50,0.7,119,960,1925,857,12,4,medium cost
14/03/2022,908,No,5,2,7,Yes,Yes,No,No,Yes,2.1,1,44,0.6,95,154,941,3518,16,12,very high cost
14/03/2022,820,No,4,4,17,No,Yes,Yes,No,No,0.5,2,58,0.3,160,468,694,1284,17,7,low cost
14/03/2022,904,No,6,7,16,No,No,Yes,No,No,2.7,4,19,0.6,147,1094,1496,545,19,18,low cost
14/03/2022,667,No,6,10,12,No,Yes,Yes,Yes,Yes,1.3,4,6,0.1,149,272,870,3566,9,5,high cost
14/03/2022,1109,No,1,4,17,No,Yes,No,No,Yes,2.1,1,34,0.1,173,165,1103,2821,13,5,high cost
14/03/2022,1333,No,7,5,5,Yes,No,No,Yes,Yes,1.4,3,59,0.7,183,394,1301,3442,18,16,very high cost
14/03/2022,1352,No,6,9,14,No,No,No,Yes,Yes,2.4,5,6,0.9,92,629,1299,1309,12,1,medium cost
14/03/2022,1600,No,6,9,18,No,Yes,Yes,No,No,2.5,1,19,0.6,88,831,1713,1179,10,3,medium cost
14/03/2022,1454,No,8,20,19,No,No,Yes,No,No,1.4,8,37,0.8,80,903,910,1713,16,0,medium cost
14/03/2022,1489,No,3,1,14,No,Yes,Yes,No,Yes,2.1,0,9,0.4,169,923,1759,1663,9,3,medium cost
14/03/2022,1823,No,8,19,19,Yes,Yes,Yes,No,Yes,2.8,11,10,0.6,81,362,1250,1812,5,0,high cost
14/03/2022,1581,Yes,4,19,2,Yes,Yes,No,No,No,1,9,41,0.4,172,693,850,1384,19,9,medium cost
14/03/2022,1672,Yes,8,4,7,Yes,Yes,Yes,Yes,Yes,1.7,1,44,0.5,172,1250,1435,1348,11,6,medium cost
14/03/2022,1283,Yes,4,6,6,No,No,Yes,Yes,Yes,0.7,0,27,0.2,80,1135,1923,3957,17,15,very high cost
14/03/2022,630,No,8,13,12,No,No,No,Yes,Yes,2,9,14,0.5,180,66,1448,1212,12,8,low cost
14/03/2022,659,No,8,2,10,Yes,Yes,No,Yes,Yes,2.2,0,24,0.7,151,924,1877,3925,8,1,very high cost
14/03/2022,1811,Yes,6,0,18,No,Yes,Yes,No,Yes,0.5,0,32,1,115,204,1132,348,17,11,low cost
14/03/2022,688,Yes,5,20,8,Yes,No,No,No,No,2.5,9,40,0.2,109,376,1957,1382,12,7,medium cost
14/03/2022,514,Yes,2,8,16,No,Yes,Yes,No,No,2.9,5,18,0.7,141,1083,1492,980,13,7,low cost
14/03/2022,1933,No,3,9,18,Yes,No,Yes,No,No,2.8,1,16,0.5,154,229,1473,838,14,2,low cost
14/03/2022,915,No,3,20,9,Yes,No,No,Yes,Yes,2,8,31,0.3,91,875,1316,378,11,6,low cost
14/03/2022,1006,No,4,8,7,No,Yes,Yes,Yes,Yes,2.2,4,22,0.8,135,35,991,909,18,4,low cost
14/03/2022,1134,Yes,4,19,19,Yes,No,No,Yes,Yes,0.9,2,13,0.4,92,18,903,3632,17,8,very high cost
14/03/2022,599,Yes,8,1,7,No,No,No,Yes,Yes,2.9,0,64,0.3,186,103,646,3396,5,3,high cost
14/03/2022,973,No,5,7,16,Yes,No,Yes,No,No,0.5,5,53,0.5,196,105,588,1861,13,10,medium cost
14/03/2022,1180,Yes,6,1,19,Yes,Yes,No,Yes,Yes,2.5,0,27,0.1,90,168,540,348,7,5,low cost
14/03/2022,1237,Yes,4,12,16,No,No,No,No,No,2.5,7,13,0.8,98,18,1004,2528,11,8,high cost
14/03/2022,659,No,8,10,16,Yes,No,Yes,Yes,Yes,0.5,7,5,0.3,169,659,730,2190,16,10,medium cost
14/03/2022,1142,Yes,8,8,5,Yes,Yes,Yes,No,No,1.4,6,6,0.7,190,534,855,663,12,4,low cost
14/03/2022,1002,No,6,18,19,No,Yes,Yes,Yes,Yes,2.7,16,11,0.4,185,285,512,961,10,7,low cost
14/03/2022,1392,No,4,2,16,No,Yes,No,Yes,Yes,2.5,0,44,0.7,113,482,1098,1280,8,1,medium cost
14/03/2022,602,No,8,18,16,Yes,No,No,No,No,0.9,9,50,0.9,141,1571,1717,2189,7,5,high cost
14/03/2022,1249,Yes,3,8,13,Yes,Yes,No,Yes,Yes,0.5,3,55,0.8,140,605,1193,531,18,10,low cost
14/03/2022,531,Yes,4,3,20,No,Yes,Yes,Yes,Yes,0.5,0,12,0.5,121,158,1657,2331,18,12,medium cost
14/03/2022,1450,No,5,4,9,Yes,Yes,No,No,No,2.1,1,31,0.6,114,1573,1639,794,11,5,medium cost
14/03/2022,1342,No,1,8,11,Yes,Yes,No,No,No,2.8,1,50,0.1,173,127,620,2644,7,2,high cost
14/03/2022,832,Yes,1,8,20,Yes,Yes,No,Yes,Yes,0.5,5,22,0.6,198,343,1431,1666,15,4,medium cost
14/03/2022,867,Yes,4,0,18,No,No,No,Yes,Yes,1.5,0,57,0.1,159,289,724,2157,8,6,medium cost
14/03/2022,1404,No,1,20,5,No,Yes,No,No,No,2.1,16,44,0.9,151,1703,1880,1196,10,6,medium cost
14/03/2022,840,No,6,7,19,Yes,No,Yes,No,No,0.9,6,33,0.7,150,1482,1591,2072,10,8,high cost
14/03/2022,1368,No,1,20,14,No,No,No,Yes,Yes,0.5,10,42,0.2,91,907,925,1590,12,0,medium cost
14/03/2022,1927,No,8,12,18,Yes,Yes,Yes,No,No,0.9,3,11,0.4,190,491,1506,2916,16,11,very high cost
14/03/2022,1714,No,2,10,19,No,Yes,Yes,No,No,0.5,7,31,0.4,120,287,627,3707,5,1,very high cost
14/03/2022,1201,Yes,6,5,3,Yes,No,No,Yes,Yes,0.5,1,10,0.4,198,1151,1723,726,11,4,low cost
14/03/2022,1796,Yes,2,11,4,Yes,No,No,No,Yes,2.3,4,44,0.9,184,1024,1363,3577,17,7,very high cost
14/03/2022,1147,No,6,13,15,No,Yes,Yes,No,Yes,0.8,11,28,0.7,158,1085,1134,2627,18,3,high cost
14/03/2022,776,Yes,4,9,7,Yes,Yes,No,Yes,Yes,1.7,0,20,1,146,991,1803,685,15,11,low cost
14/03/2022,510,No,6,10,5,Yes,No,No,No,No,2.6,0,33,0.1,110,1052,1897,1693,6,2,medium cost
14/03/2022,1045,Yes,6,7,12,No,Yes,Yes,Yes,Yes,1.2,3,40,0.1,175,1078,1564,2137,11,8,high cost
14/03/2022,1497,Yes,8,20,3,No,Yes,Yes,Yes,Yes,0.9,4,10,0.1,153,98,977,3696,9,0,very high cost
14/03/2022,1425,Yes,3,2,9,No,Yes,No,Yes,Yes,0.6,0,33,0.5,89,396,1648,3771,10,3,very high cost
14/03/2022,726,No,4,20,4,Yes,Yes,No,Yes,Yes,2.2,0,40,0.8,94,323,978,1342,16,11,low cost
14/03/2022,1576,Yes,3,0,16,No,Yes,No,Yes,Yes,2,0,20,0.6,148,410,1551,1379,17,1,medium cost
14/03/2022,714,Yes,3,6,19,Yes,No,Yes,Yes,Yes,2.1,5,11,0.1,197,1750,1857,1164,15,12,medium cost
14/03/2022,1595,No,1,20,6,No,Yes,Yes,No,No,1.9,1,63,0.9,88,1475,1988,908,18,13,medium cost
14/03/2022,541,No,4,0,15,Yes,No,No,Yes,Yes,1,0,10,0.4,127,1836,1873,1019,19,9,medium cost
14/03/2022,1617,Yes,6,20,18,No,No,No,No,No,2.6,14,29,0.9,113,283,676,3685,13,1,very high cost
14/03/2022,1154,No,1,13,12,No,No,Yes,Yes,Yes,1.1,2,5,0.2,98,539,1240,1470,12,0,medium cost
14/03/2022,1638,No,1,11,9,Yes,Yes,No,No,Yes,1,6,2,0.2,189,440,563,2299,19,9,high cost
14/03/2022,1150,Yes,8,1,11,Yes,No,No,No,Yes,2.7,0,39,0.4,151,397,800,999,6,2,low cost
14/03/2022,1254,Yes,1,10,12,Yes,No,No,Yes,Yes,2.3,0,44,0.2,149,204,1021,3011,7,4,high cost
14/03/2022,1806,Yes,1,11,6,No,Yes,Yes,Yes,Yes,2,2,54,0.1,117,347,727,3142,13,0,very high cost
14/03/2022,603,No,6,20,19,Yes,No,No,No,Yes,1.5,8,12,0.7,114,1003,1284,1543,7,5,medium cost
14/03/2022,1834,No,4,11,16,Yes,No,No,Yes,Yes,2.1,7,40,0.1,99,0,1987,3692,13,0,very high cost
14/03/2022,520,No,6,14,17,No,Yes,No,Yes,Yes,2.3,0,31,0.8,145,264,519,2753,13,7,medium cost
14/03/2022,565,No,2,8,6,Yes,Yes,Yes,No,Yes,0.6,1,50,0.1,158,543,703,2156,13,6,medium cost
14/03/2022,1689,Yes,5,15,3,No,No,No,No,Yes,0.5,11,9,0.5,150,467,675,2637,8,4,high cost
14/03/2022,742,Yes,8,1,7,No,No,No,No,Yes,2.3,0,21,0.7,104,875,925,331,11,8,low cost
14/03/2022,1143,No,3,6,16,Yes,No,Yes,Yes,Yes,1.2,1,22,1,125,1116,1724,1214,12,5,medium cost
14/03/2022,761,Yes,7,15,15,Yes,Yes,No,No,Yes,0.5,9,3,0.8,196,1325,1945,2248,19,3,high cost
14/03/2022,959,Yes,5,14,8,Yes,Yes,Yes,No,Yes,1.3,0,36,0.4,196,1313,1331,3073,19,1,very high cost
14/03/2022,772,Yes,7,8,15,No,No,Yes,Yes,Yes,1.2,7,8,0.6,134,552,1802,422,7,6,low cost
14/03/2022,1015,Yes,3,14,2,Yes,No,No,No,No,0.8,5,12,0.5,102,335,679,2293,5,1,medium cost
14/03/2022,1824,Yes,1,14,19,Yes,No,Yes,Yes,Yes,1.9,9,2,0.7,103,50,1105,3958,12,2,very high cost
14/03/2022,1130,Yes,1,14,10,Yes,Yes,Yes,Yes,Yes,0.5,1,29,0.7,130,593,1327,432,6,1,low cost
14/03/2022,1183,Yes,8,12,3,No,No,Yes,Yes,Yes,0.5,3,48,0.1,120,268,1010,1152,8,3,low cost
14/03/2022,574,Yes,6,2,2,No,Yes,Yes,Yes,Yes,2,0,26,0.5,118,382,1364,1303,8,4,low cost
14/03/2022,1472,No,2,6,11,Yes,No,No,Yes,Yes,3,4,20,0.3,169,443,892,797,6,1,low cost
14/03/2022,1868,Yes,8,17,17,Yes,No,No,Yes,Yes,0.5,2,40,0.9,179,576,884,298,8,2,low cost
14/03/2022,1375,No,6,7,12,No,Yes,No,No,Yes,2.9,2,20,0.4,147,596,679,3847,8,0,very high cost
14/03/2022,881,No,3,6,6,Yes,Yes,No,No,Yes,1,1,64,0.5,160,115,636,2110,18,9,medium cost
14/03/2022,1742,Yes,3,7,3,Yes,No,Yes,Yes,Yes,0.5,5,43,0.9,176,356,1407,1921,9,2,high cost
14/03/2022,1225,No,2,15,6,No,No,Yes,No,Yes,0.7,6,60,0.1,107,10,1567,2423,17,11,high cost
14/03/2022,1970,Yes,2,0,20,Yes,Yes,Yes,Yes,Yes,0.5,0,15,1,132,1399,1684,1658,15,9,high cost
14/03/2022,1186,Yes,8,4,7,No,No,Yes,No,Yes,0.5,2,21,0.4,160,68,584,2361,17,8,medium cost
14/03/2022,1762,No,4,10,14,No,No,No,No,Yes,0.7,7,60,0.1,157,643,790,1380,14,5,medium cost
