date,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
11/3/2022,999.00,Yes,1.80,Yes,0.00,Yes,27,0.1,167,4,1,20,745,1344,17,10,5,Yes,No,No,low cost
11/3/2022,622.00,No,0.70,No,0.00,Yes,9,0.3,127,2,0,98,511,3916,13,1,5,Yes,No,Yes,high cost
11/3/2022,1250.00,Yes,1.40,No,8.00,No,44,0.2,182,7,20,703,1011,1882,14,1,14,No,No,No,medium cost
11/3/2022,763.00,Yes,0.50,No,9.00,Yes,51,0.3,104,5,12,273,1278,2865,11,6,9,Yes,Yes,Yes,high cost
11/3/2022,1100.00,Yes,1.60,No,12.00,No,15,0.1,112,8,14,919,1344,757,12,2,16,Yes,Yes,Yes,low cost
11/3/2022,815.00,No,2.00,Yes,4.00,No,51,0.3,85,6,12,982,1291,3469,5,4,6,Yes,No,Yes,very high cost
11/3/2022,618.00,Yes,0.50,Yes,2.00,Yes,57,0.2,88,3,7,879,896,2399,18,15,17,Yes,Yes,Yes,medium cost
11/3/2022,553.00,Yes,2.20,Yes,0.00,Yes,18,0.7,136,2,1,1287,1892,3300,12,10,20,Yes,No,No,very high cost
11/3/2022,673.00,Yes,2.20,Yes,2.00,No,3,0.4,84,2,9,1109,1247,2719,19,2,9,Yes,Yes,Yes,high cost
11/3/2022,563.00,No,2.00,Yes,3.00,No,47,0.3,115,7,12,211,684,3012,14,4,15,Yes,No,No,high cost
11/3/2022,1590.00,No,1.50,Yes,12.00,Yes,14,0.5,187,4,15,1058,1109,2836,6,5,4,Yes,No,No,very high cost
12/3/2022,1031.00,Yes,2.10,Yes,2.00,Yes,11,0.1,121,2,9,532,1247,2385,11,7,16,Yes,No,No,high cost
12/3/2022,909.00,Yes,0.50,Yes,9.00,No,30,0.4,97,3,10,290,773,594,12,0,4,Yes,Yes,Yes,low cost
12/3/2022,1880.00,No,0.50,No,0.00,Yes,7,0.6,104,4,1,890,1019,2968,9,0,3,Yes,Yes,No,very high cost
12/3/2022,1479.00,Yes,1.80,Yes,0.00,Yes,24,0.1,146,6,0,327,645,3762,12,10,5,Yes,No,No,very high cost
12/3/2022,1271.00,No,1.50,Yes,0.00,No,2,0.9,161,1,1,1260,1788,892,15,13,20,No,Yes,No,medium cost
12/3/2022,709.00,No,1.90,No,11.00,Yes,13,0.1,81,8,15,570,1422,467,17,11,5,Yes,Yes,Yes,low cost
12/3/2022,1744.00,No,2.80,No,0.00,Yes,62,0.7,158,1,0,621,1558,345,10,6,14,Yes,No,No,low cost
12/3/2022,1314.00,Yes,2.20,No,0.00,Yes,40,0.8,116,7,1,328,1858,3033,9,8,17,Yes,Yes,Yes,very high cost
12/3/2022,1136.00,No,0.50,No,0.00,Yes,9,0.9,150,6,2,1307,1767,2110,9,5,16,Yes,No,Yes,high cost
12/3/2022,1039.00,Yes,2.70,No,11.00,No,56,0.3,125,8,13,497,618,3105,14,8,5,No,Yes,Yes,high cost
12/3/2022,1300.00,Yes,0.50,No,5.00,No,62,0.1,156,6,7,219,1037,874,15,3,10,Yes,Yes,No,low cost
12/3/2022,732.00,Yes,2.30,Yes,7.00,Yes,39,0.6,188,7,11,1163,1554,3681,19,3,15,Yes,Yes,Yes,very high cost
12/3/2022,511.00,No,0.70,Yes,1.00,Yes,52,0.7,180,2,10,24,759,3865,8,3,7,Yes,No,Yes,high cost
12/3/2022,1092.00,Yes,0.50,Yes,10.00,No,11,0.5,167,3,14,468,571,737,14,4,11,No,Yes,No,low cost
12/3/2022,921.00,Yes,2.20,Yes,12.00,Yes,10,0.1,170,7,18,1272,1469,3153,8,2,11,Yes,Yes,No,very high cost
12/3/2022,1030.00,Yes,0.50,No,4.00,Yes,37,0.7,147,1,8,503,551,2800,8,6,12,Yes,No,Yes,high cost
12/3/2022,1130.00,No,1.80,Yes,0.00,No,27,0.9,101,1,8,1495,1579,315,14,5,11,Yes,Yes,No,low cost
12/3/2022,1299.00,No,2.80,Yes,2.00,No,60,0.8,187,8,6,1333,1838,1412,13,1,20,No,Yes,Yes,medium cost
12/3/2022,1009.00,Yes,2.80,Yes,7.00,Yes,2,0.6,115,7,15,267,1841,2286,19,8,13,Yes,No,No,high cost
12/3/2022,1735.00,No,1.80,Yes,16.00,No,34,0.1,140,2,17,149,876,2392,17,15,19,Yes,No,Yes,high cost
12/3/2022,1129.00,Yes,2.80,Yes,0.00,No,49,0.5,185,2,2,1070,1079,1857,8,4,5,Yes,Yes,Yes,medium cost
12/3/2022,708.00,No,1.90,No,0.00,No,26,0.3,116,7,1,206,620,1419,10,6,16,Yes,Yes,Yes,low cost
12/3/2022,894.00,No,0.70,No,2.00,Yes,58,0.1,123,2,3,158,747,3305,12,7,2,Yes,No,No,high cost
12/3/2022,530.00,No,2.40,No,1.00,No,32,0.3,88,6,20,48,1012,959,17,7,6,No,Yes,No,low cost
12/3/2022,1481.00,Yes,2.00,Yes,0.00,No,35,0.5,105,3,0,249,522,2635,17,16,4,Yes,No,Yes,high cost
12/3/2022,1068.00,No,2.70,Yes,0.00,Yes,45,0.6,194,5,1,935,1499,1754,17,7,9,Yes,No,Yes,medium cost
12/3/2022,1487.00,No,0.50,No,6.00,Yes,57,0.7,84,3,12,140,768,2563,18,4,14,Yes,No,No,high cost
12/3/2022,1524.00,No,2.50,Yes,11.00,Yes,41,1,96,4,20,184,740,1936,7,0,9,Yes,Yes,Yes,medium cost
12/3/2022,1093.00,No,1.90,Yes,2.00,Yes,22,0.3,196,8,14,238,807,1869,8,5,4,Yes,Yes,Yes,medium cost
12/3/2022,1816.00,Yes,1.60,Yes,0.00,No,50,0.1,186,5,2,800,1089,3637,11,7,16,No,No,Yes,very high cost
12/3/2022,627.00,No,1.80,No,2.00,No,20,0.8,142,3,8,211,507,896,17,6,14,No,No,No,low cost
12/3/2022,989.00,Yes,0.70,No,13.00,Yes,51,0.4,132,3,15,670,804,2349,10,1,20,Yes,No,Yes,medium cost
12/3/2022,1895.00,No,0.50,No,2.00,Yes,5,0.7,134,1,11,725,1335,774,15,4,6,Yes,Yes,No,medium cost
12/3/2022,805.00,Yes,1.70,Yes,0.00,Yes,58,0.9,168,3,10,81,1544,3397,7,6,2,Yes,No,No,high cost
12/3/2022,713.00,Yes,1.60,No,7.00,Yes,2,0.4,181,8,9,1211,1378,485,10,6,4,Yes,Yes,Yes,low cost
12/3/2022,864.00,No,2.50,No,10.00,Yes,24,0.7,148,4,15,1362,1378,3964,13,8,12,Yes,Yes,No,very high cost
12/3/2022,1177.00,No,0.90,No,1.00,No,11,1,181,4,7,945,1923,1887,8,5,11,Yes,Yes,Yes,medium cost
12/3/2022,582.00,No,0.50,No,8.00,No,32,0.7,107,3,11,1043,1702,2977,6,1,20,No,Yes,Yes,high cost
12/3/2022,1898.00,No,1.80,Yes,3.00,Yes,56,0.2,185,7,4,444,739,2114,10,5,19,Yes,Yes,Yes,high cost
12/3/2022,1158.00,No,0.70,Yes,1.00,Yes,29,0.7,123,2,20,311,1796,1542,17,9,15,Yes,No,Yes,medium cost
12/3/2022,1451.00,Yes,0.50,No,5.00,Yes,57,0.6,181,8,12,812,1456,3038,15,7,18,Yes,No,Yes,very high cost
12/3/2022,1820.00,Yes,1.40,No,5.00,No,51,0.9,163,7,10,202,1884,2481,11,9,11,No,No,No,high cost
12/3/2022,984.00,No,0.50,Yes,3.00,Yes,9,0.8,140,3,20,531,707,841,18,15,16,Yes,No,No,low cost
12/3/2022,580.00,Yes,2.10,Yes,0.00,No,24,0.4,135,4,5,404,898,3565,12,11,8,Yes,No,Yes,high cost
12/3/2022,1263.00,Yes,2.00,No,0.00,No,5,0.4,146,6,3,954,1609,1958,9,6,4,Yes,Yes,Yes,high cost
12/3/2022,1237.00,No,0.50,No,2.00,No,27,0.1,87,8,5,274,603,2454,14,0,8,Yes,Yes,Yes,high cost
12/3/2022,514.00,Yes,1.60,No,7.00,Yes,37,0.1,172,1,9,956,1723,3392,12,8,5,Yes,Yes,Yes,very high cost
12/3/2022,1515.00,No,2.60,No,0.00,Yes,56,0.9,184,3,1,1438,1593,262,14,4,20,Yes,Yes,No,low cost
12/3/2022,721.00,No,0.50,Yes,6.00,Yes,6,0.4,194,4,9,1446,1988,530,8,4,8,Yes,No,Yes,low cost
12/3/2022,603.00,Yes,2.50,Yes,3.00,No,35,0.7,126,3,16,692,1057,3703,13,1,9,No,No,Yes,very high cost
12/3/2022,1426.00,Yes,2.50,No,2.00,Yes,55,0.4,109,1,7,777,1032,2562,5,1,3,Yes,No,No,high cost
12/3/2022,1820.00,Yes,1.70,Yes,0.00,Yes,64,0.6,161,1,3,1157,1951,574,10,2,18,Yes,Yes,No,medium cost
12/3/2022,1215.00,No,1.00,No,4.00,No,16,0.1,130,4,8,454,1473,2632,7,1,15,No,No,Yes,high cost
12/3/2022,697.00,No,2.70,Yes,5.00,Yes,20,0.4,173,2,6,478,1477,259,12,6,4,Yes,Yes,Yes,low cost
12/3/2022,717.00,Yes,0.50,Yes,4.00,No,10,0.6,198,1,5,217,1106,688,10,7,15,No,Yes,No,low cost
12/3/2022,1348.00,Yes,2.00,Yes,5.00,No,36,0.3,145,6,6,468,741,2554,19,1,12,No,Yes,No,high cost
12/3/2022,1164.00,Yes,2.60,Yes,0.00,No,61,0.3,88,1,6,1107,1656,3859,11,10,17,No,Yes,No,very high cost
12/3/2022,578.00,Yes,0.50,No,9.00,Yes,62,0.3,170,5,13,626,1134,2977,15,12,5,Yes,Yes,Yes,high cost
12/3/2022,1971.00,Yes,0.50,Yes,0.00,No,40,0.3,186,7,19,485,922,571,8,7,17,Yes,Yes,No,low cost
12/3/2022,1794.00,Yes,0.50,Yes,5.00,Yes,55,0.5,86,7,7,43,627,402,14,7,14,Yes,No,Yes,low cost
12/3/2022,1558.00,Yes,2.50,No,2.00,Yes,32,0.1,114,5,3,322,1385,878,16,5,17,Yes,Yes,Yes,low cost
12/3/2022,1597.00,Yes,0.90,No,4.00,Yes,4,0.5,85,1,19,880,1145,2130,8,3,15,Yes,Yes,No,high cost
12/3/2022,1240.00,No,1.60,No,0.00,No,39,0.1,146,2,9,1511,1756,3260,13,1,17,No,No,Yes,very high cost
12/3/2022,1994.00,Yes,0.80,Yes,2.00,Yes,7,0.6,88,8,4,667,711,454,11,8,6,Yes,Yes,No,low cost
12/3/2022,1221.00,No,2.30,No,7.00,Yes,35,0.4,152,7,19,765,1899,2638,19,16,14,Yes,Yes,Yes,high cost
12/3/2022,989.00,Yes,1.60,Yes,11.00,Yes,24,0.6,156,8,17,614,679,2819,16,13,5,Yes,No,Yes,high cost
12/3/2022,1180.00,Yes,1.20,No,5.00,Yes,50,1,144,4,20,925,1252,1464,7,3,20,Yes,Yes,Yes,medium cost
12/3/2022,718.00,No,2.80,No,10.00,No,59,0.8,113,6,13,1185,1387,1824,11,9,3,Yes,Yes,No,medium cost
12/3/2022,1670.00,Yes,1.60,Yes,0.00,No,47,0.8,139,8,15,1706,1886,876,16,0,5,Yes,Yes,No,medium cost
12/3/2022,534.00,Yes,2.50,No,1.00,Yes,21,0.3,164,7,9,347,1477,2706,7,5,18,Yes,Yes,No,high cost
12/3/2022,1566.00,Yes,0.50,Yes,0.00,No,20,0.5,126,2,0,1603,1930,659,14,9,13,Yes,Yes,Yes,medium cost
12/3/2022,1935.00,No,0.50,No,0.00,Yes,29,0.6,124,5,9,806,860,455,9,2,6,Yes,No,Yes,low cost
12/3/2022,504.00,Yes,2.80,Yes,2.00,No,54,0.4,163,2,10,1207,1539,2378,17,11,2,Yes,No,No,high cost
12/3/2022,913.00,No,1.70,Yes,1.00,Yes,41,0.3,103,1,14,431,1144,2278,15,3,18,Yes,Yes,No,medium cost
12/3/2022,1317.00,No,1.80,Yes,2.00,No,43,0.5,113,5,3,179,613,3436,16,13,5,No,Yes,Yes,very high cost
12/3/2022,917.00,Yes,0.50,No,1.00,Yes,31,0.5,88,6,2,423,909,3424,19,2,13,Yes,Yes,No,very high cost
12/3/2022,712.00,No,2.50,Yes,1.00,No,49,0.6,99,6,3,1131,1743,401,5,0,10,Yes,No,Yes,low cost
12/3/2022,1083.00,No,1.00,No,6.00,No,52,0.9,126,2,20,925,1469,681,19,18,19,Yes,Yes,Yes,low cost
12/3/2022,1039.00,No,0.60,No,5.00,Yes,6,0.1,136,6,8,62,544,3212,15,7,7,Yes,No,Yes,high cost
12/3/2022,1747.00,No,0.50,No,4.00,No,13,0.7,185,6,12,800,873,3105,7,1,10,Yes,No,No,very high cost
12/3/2022,1449.00,Yes,0.50,Yes,0.00,No,52,0.6,105,6,0,211,947,2036,5,1,10,No,Yes,No,medium cost
12/3/2022,1872.00,Yes,0.50,Yes,14.00,No,49,0.2,139,7,18,81,1389,3153,16,15,5,Yes,Yes,No,very high cost
12/3/2022,1796.00,No,1.60,Yes,5.00,No,7,0.1,101,4,6,667,798,1642,9,4,3,No,Yes,Yes,medium cost
12/3/2022,1097.00,No,1.40,No,0.00,No,60,0.8,181,1,17,405,519,509,15,12,12,Yes,No,No,low cost
12/3/2022,1562.00,No,0.50,Yes,1.00,Yes,20,0.8,172,8,10,678,1676,3465,16,11,6,Yes,Yes,No,very high cost
12/3/2022,1433.00,Yes,2.30,No,8.00,Yes,27,0.9,153,7,12,1619,1651,3900,18,16,2,Yes,No,Yes,very high cost
12/3/2022,740.00,No,1.80,No,1.00,No,12,0.2,123,1,11,935,1147,1105,7,6,19,No,Yes,Yes,low cost
12/3/2022,676.00,No,2.20,No,1.00,Yes,39,0.2,84,1,5,864,1011,2064,13,7,6,Yes,No,No,medium cost
12/3/2022,503.00,Yes,1.80,Yes,1.00,Yes,13,0.7,131,1,4,1495,1688,3117,19,6,9,Yes,No,Yes,very high cost
12/3/2022,1020.00,No,1.50,No,13.00,Yes,7,0.7,96,3,18,870,1613,1142,13,9,8,Yes,No,Yes,medium cost
12/3/2022,896.00,No,1.00,Yes,3.00,Yes,4,0.3,111,1,4,1379,1469,1060,12,10,4,Yes,Yes,Yes,medium cost
12/3/2022,1824.00,Yes,0.80,No,4.00,Yes,19,0.9,143,2,5,1055,1738,2381,14,1,5,Yes,No,No,high cost
12/3/2022,1512.00,No,0.60,Yes,1.00,Yes,54,0.4,134,3,2,220,1838,3366,7,3,11,Yes,No,Yes,very high cost
12/3/2022,1053.00,No,2.90,No,7.00,No,42,0.9,126,6,17,419,1261,1339,17,0,14,No,No,Yes,low cost
12/3/2022,1944.00,Yes,1.80,Yes,0.00,Yes,31,0.8,87,4,10,1111,1362,2560,7,3,8,Yes,No,No,very high cost
12/3/2022,1174.00,No,0.70,Yes,1.00,Yes,25,0.8,91,2,8,1097,1461,285,19,7,3,Yes,No,Yes,low cost
12/3/2022,627.00,Yes,1.60,Yes,3.00,Yes,12,0.2,131,7,17,447,819,2476,17,1,10,Yes,No,No,medium cost
12/3/2022,1602.00,No,2.70,No,4.00,Yes,46,0.6,118,1,5,273,1062,1862,16,9,2,Yes,No,Yes,medium cost
12/3/2022,1733.00,Yes,1.50,Yes,4.00,Yes,6,0.9,170,1,15,590,997,3488,6,4,10,Yes,Yes,Yes,very high cost
12/3/2022,586.00,No,1.40,Yes,10.00,Yes,8,0.5,142,8,14,116,598,3178,9,7,10,Yes,No,Yes,high cost
12/3/2022,1528.00,No,2.40,No,2.00,No,37,0.2,156,8,3,306,564,733,15,0,14,Yes,Yes,No,low cost
12/3/2022,875.00,No,0.70,No,2.00,No,23,0.1,110,7,7,300,1316,756,14,5,6,No,No,No,low cost
12/3/2022,1602.00,No,0.60,No,12.00,No,58,0.4,170,1,13,1259,1746,3622,17,2,17,No,Yes,Yes,very high cost
12/3/2022,1426.00,No,1.60,No,4.00,Yes,12,0.7,174,5,16,1573,1694,1277,14,9,5,Yes,No,No,medium cost
12/3/2022,1370.00,No,1.40,No,5.00,Yes,6,0.2,158,6,8,1392,1783,3703,13,10,11,Yes,Yes,No,very high cost
12/3/2022,609.00,Yes,0.50,No,4.00,Yes,10,0.1,81,6,6,113,1524,1905,16,3,18,Yes,Yes,Yes,medium cost
12/3/2022,840.00,No,1.20,Yes,5.00,Yes,15,0.3,178,6,8,526,1728,2636,12,2,6,Yes,Yes,No,high cost
13/03/2022,991.00,No,2.00,No,2.00,Yes,12,0.3,158,5,6,1209,1678,2014,11,9,10,Yes,No,No,high cost
13/03/2022,1724.00,Yes,1.80,No,0.00,Yes,9,0.8,100,2,1,655,828,3056,18,16,6,Yes,No,No,very high cost
13/03/2022,584.00,Yes,1.80,No,0.00,Yes,19,0.3,168,3,0,1123,1622,465,12,8,4,Yes,Yes,No,low cost
13/03/2022,860.00,Yes,1.30,Yes,1.00,Yes,49,0.7,141,6,13,692,979,3869,16,14,20,Yes,Yes,Yes,very high cost
13/03/2022,1541.00,Yes,2.80,Yes,10.00,Yes,28,0.2,165,5,15,796,1052,1108,12,1,7,Yes,No,Yes,medium cost
13/03/2022,615.00,Yes,0.50,Yes,7.00,No,58,0.5,130,5,8,1021,1958,1906,14,5,5,Yes,No,No,medium cost
13/03/2022,912.00,Yes,2.80,Yes,6.00,Yes,46,0.4,84,4,11,995,1310,851,8,4,4,Yes,Yes,Yes,low cost
13/03/2022,1278.00,Yes,1.20,No,10.00,Yes,60,0.6,172,7,14,1244,1504,3142,11,4,19,Yes,No,Yes,very high cost
13/03/2022,1365.00,No,0.60,No,0.00,Yes,31,0.3,125,4,0,293,970,1300,14,7,13,Yes,No,Yes,low cost
13/03/2022,1702.00,No,1.00,No,7.00,No,36,0.1,177,5,9,1240,1931,1430,8,6,10,No,No,No,high cost
13/03/2022,589.00,Yes,0.50,No,1.00,Yes,59,0.7,146,8,4,759,1858,362,16,10,6,Yes,Yes,Yes,low cost
13/03/2022,1347.00,No,1.50,Yes,10.00,No,56,0.3,95,1,19,398,1528,2456,13,0,13,Yes,Yes,Yes,high cost
13/03/2022,1644.00,No,2.80,No,0.00,Yes,44,1,137,8,0,358,791,2360,7,4,19,Yes,No,No,high cost
13/03/2022,956.00,No,1.90,Yes,1.00,No,42,0.1,133,7,11,403,1614,3700,10,0,7,Yes,Yes,No,very high cost
13/03/2022,1089.00,No,1.40,Yes,10.00,No,2,0.1,153,7,20,211,1409,2620,7,5,13,Yes,No,No,high cost
13/03/2022,871.00,No,0.60,No,2.00,No,52,0.1,178,3,3,194,1437,437,14,7,17,Yes,No,No,low cost
13/03/2022,664.00,No,1.50,No,5.00,Yes,6,0.9,164,2,19,1076,1472,3774,11,5,18,Yes,No,No,very high cost
13/03/2022,1874.00,Yes,0.60,No,1.00,No,19,0.8,192,2,9,1238,1418,1218,15,10,17,No,Yes,No,medium cost
13/03/2022,1928.00,No,2.60,No,5.00,No,5,0.8,162,5,16,229,1004,696,14,12,15,Yes,Yes,Yes,low cost
13/03/2022,888.00,No,2.60,Yes,2.00,Yes,33,0.4,198,2,17,327,1683,3407,12,1,20,Yes,No,No,very high cost
13/03/2022,1077.00,Yes,1.70,Yes,1.00,No,58,0.8,86,7,13,135,1892,3902,9,3,3,Yes,No,No,very high cost
13/03/2022,1023.00,Yes,2.30,Yes,5.00,Yes,30,0.2,80,8,7,5,1744,2086,10,0,19,Yes,Yes,Yes,medium cost
13/03/2022,1426.00,Yes,0.80,No,2.00,Yes,42,0.6,84,3,10,715,1163,1356,15,9,16,Yes,No,Yes,medium cost
13/03/2022,831.00,No,1.70,Yes,7.00,Yes,26,0.7,177,5,11,511,621,1704,6,5,20,Yes,Yes,Yes,low cost
13/03/2022,1496.00,Yes,1.30,Yes,0.00,Yes,6,0.5,85,3,9,549,1383,3571,16,1,11,Yes,Yes,Yes,very high cost
13/03/2022,1433.00,Yes,2.30,No,2.00,Yes,5,0.1,129,5,11,420,784,2132,18,15,19,Yes,No,Yes,medium cost
13/03/2022,1095.00,Yes,2.60,Yes,0.00,Yes,44,0.7,103,4,5,838,1066,3209,13,11,8,Yes,Yes,Yes,very high cost
13/03/2022,643.00,Yes,0.70,Yes,3.00,Yes,23,0.8,156,1,9,314,1400,2096,13,6,2,Yes,No,No,medium cost
13/03/2022,1142.00,Yes,1.10,No,0.00,Yes,6,0.5,198,4,0,739,1766,1273,19,0,6,Yes,No,No,medium cost
13/03/2022,730.00,Yes,0.50,Yes,3.00,Yes,27,0.1,112,5,10,62,846,3623,9,4,15,Yes,Yes,No,high cost
13/03/2022,1901.00,Yes,0.50,No,5.00,Yes,41,0.6,131,2,17,3,1662,368,5,1,12,Yes,No,No,low cost
13/03/2022,1510.00,No,0.60,Yes,1.00,No,32,0.7,135,3,8,963,1520,854,8,2,10,Yes,No,Yes,medium cost
13/03/2022,1924.00,No,2.60,No,0.00,Yes,59,0.9,136,6,0,1438,1923,3646,10,9,16,Yes,No,Yes,very high cost
13/03/2022,1825.00,No,1.10,Yes,13.00,Yes,17,0.1,157,4,18,1621,1773,3130,12,4,2,Yes,No,Yes,very high cost
13/03/2022,1275.00,Yes,0.50,Yes,3.00,Yes,5,0.2,152,1,9,19,501,3784,13,4,4,Yes,Yes,No,very high cost
13/03/2022,987.00,Yes,2.30,No,9.00,No,17,0.8,124,7,17,887,1274,3885,11,0,14,Yes,Yes,No,very high cost
13/03/2022,1538.00,Yes,2.30,No,6.00,Yes,13,0.2,121,7,7,567,986,1494,18,10,12,Yes,Yes,Yes,medium cost
13/03/2022,1965.00,Yes,0.50,No,4.00,Yes,29,0.5,149,5,13,584,676,2973,11,1,20,Yes,Yes,Yes,very high cost
13/03/2022,808.00,No,1.90,No,7.00,No,20,0.8,185,6,14,496,974,1471,13,4,11,No,Yes,No,low cost
13/03/2022,712.00,No,0.50,No,6.00,No,27,0.5,86,2,11,1245,1309,2001,11,10,12,Yes,Yes,Yes,medium cost
13/03/2022,1507.00,Yes,0.90,Yes,0.00,Yes,42,0.4,123,5,0,682,888,1486,15,3,19,Yes,No,No,medium cost
13/03/2022,912.00,No,0.70,No,3.00,No,47,0.9,182,3,6,724,794,1321,7,2,6,No,Yes,Yes,low cost
13/03/2022,769.00,Yes,1.20,No,2.00,No,17,0.1,95,8,4,1384,1454,1877,18,2,11,No,No,Yes,medium cost
13/03/2022,948.00,No,2.30,No,14.00,No,22,0.1,173,5,20,257,1654,3499,11,7,19,Yes,Yes,Yes,very high cost
13/03/2022,507.00,Yes,1.90,Yes,0.00,Yes,39,0.7,142,1,0,17,1084,2124,6,0,12,Yes,Yes,No,medium cost
13/03/2022,1384.00,Yes,2.80,Yes,15.00,No,60,0.1,82,3,18,983,1210,1221,18,12,15,Yes,No,Yes,medium cost
13/03/2022,1766.00,Yes,1.30,No,1.00,No,29,0.5,194,8,20,439,1306,2316,19,2,6,No,No,Yes,high cost
13/03/2022,1407.00,No,1.80,Yes,5.00,Yes,16,0.2,170,4,6,925,1206,1068,6,0,8,Yes,Yes,No,medium cost
13/03/2022,614.00,No,2.90,Yes,3.00,Yes,24,0.2,94,4,7,409,603,1930,13,12,4,Yes,No,Yes,medium cost
13/03/2022,1972.00,No,2.90,No,9.00,No,14,0.4,196,7,18,293,952,1316,8,1,8,Yes,Yes,No,medium cost
13/03/2022,1039.00,No,0.50,Yes,8.00,No,47,0.2,130,8,9,384,1878,1742,18,12,15,Yes,No,No,medium cost
13/03/2022,511.00,Yes,3.00,Yes,5.00,Yes,34,0.9,125,8,13,149,1285,3265,14,7,14,Yes,No,No,high cost
13/03/2022,1811.00,Yes,2.50,No,4.00,Yes,5,0.6,98,4,16,447,568,2700,13,7,8,Yes,Yes,Yes,high cost
13/03/2022,1159.00,No,1.50,No,3.00,No,36,0.4,104,4,8,717,1206,2115,8,7,18,No,No,No,high cost
13/03/2022,1848.00,No,1.30,Yes,7.00,No,12,0.1,178,2,19,195,533,3915,9,7,8,No,No,Yes,very high cost
13/03/2022,1988.00,Yes,0.50,No,0.00,Yes,16,0.1,94,8,1,153,696,3144,16,2,14,Yes,No,No,very high cost
13/03/2022,1469.00,No,0.50,No,3.00,Yes,58,0.5,150,7,8,1699,1850,1571,17,16,2,Yes,No,No,high cost
13/03/2022,1423.00,No,0.60,No,12.00,No,44,0.8,131,5,13,501,640,2253,10,8,9,No,No,No,medium cost
13/03/2022,1974.00,No,0.50,Yes,9.00,No,10,0.8,145,6,12,530,1496,1433,6,1,17,No,No,No,medium cost
13/03/2022,835.00,No,0.80,Yes,2.00,Yes,42,0.8,128,5,18,396,1378,2583,15,2,13,Yes,Yes,Yes,high cost
13/03/2022,1429.00,No,0.60,No,8.00,No,42,0.9,151,5,9,670,1552,1817,6,1,16,Yes,No,No,medium cost
13/03/2022,947.00,Yes,0.50,No,1.00,Yes,51,0.1,144,2,15,193,887,2915,17,1,6,Yes,Yes,Yes,high cost
13/03/2022,1446.00,Yes,2.80,Yes,0.00,Yes,18,0.3,178,8,1,351,1769,3340,8,0,16,Yes,Yes,Yes,very high cost
13/03/2022,1332.00,No,1.30,Yes,5.00,Yes,7,0.8,168,7,19,846,855,2790,19,11,10,Yes,Yes,No,high cost
13/03/2022,1498.00,Yes,1.20,Yes,0.00,Yes,14,0.1,191,4,1,111,1167,577,14,12,12,Yes,Yes,No,low cost
13/03/2022,1576.00,Yes,0.90,Yes,0.00,Yes,14,0.4,173,2,4,1213,1386,3220,17,2,6,Yes,Yes,No,very high cost
13/03/2022,1398.00,No,1.60,Yes,8.00,Yes,26,0.8,150,1,12,755,1284,3488,14,3,11,Yes,Yes,No,very high cost
13/03/2022,1885.00,No,2.40,Yes,12.00,Yes,14,0.6,92,4,15,1406,1517,1277,9,6,16,Yes,No,Yes,medium cost
13/03/2022,798.00,Yes,0.50,Yes,7.00,No,2,0.8,148,2,15,497,627,3593,14,9,3,No,Yes,No,high cost
13/03/2022,1436.00,No,2.50,Yes,0.00,Yes,42,0.9,124,8,1,1826,1836,2736,12,5,19,Yes,Yes,No,very high cost
13/03/2022,1998.00,Yes,1.20,No,8.00,No,31,0.6,196,8,19,50,1356,2311,17,9,18,Yes,Yes,No,high cost
13/03/2022,1321.00,Yes,1.30,No,0.00,Yes,63,0.4,109,8,9,817,941,1464,7,6,16,Yes,Yes,Yes,medium cost
13/03/2022,1021.00,No,1.30,No,7.00,No,9,0.7,192,2,12,901,1793,1355,6,1,14,Yes,Yes,No,medium cost
13/03/2022,1339.00,Yes,2.30,Yes,0.00,No,40,0.1,123,2,1,212,1269,2382,6,4,7,Yes,No,Yes,high cost
13/03/2022,1210.00,Yes,1.60,Yes,9.00,No,57,0.5,111,4,20,329,1039,1886,16,0,17,Yes,No,Yes,medium cost
13/03/2022,1949.00,Yes,0.50,Yes,2.00,Yes,31,0.1,145,5,9,837,1182,832,7,3,19,Yes,No,No,medium cost
13/03/2022,882.00,No,0.70,Yes,9.00,Yes,28,0.2,151,6,16,248,884,751,19,11,8,Yes,No,Yes,low cost
13/03/2022,1549.00,Yes,1.50,Yes,0.00,Yes,27,0.4,113,5,7,632,1162,436,10,8,11,Yes,No,No,low cost
13/03/2022,1991.00,No,2.20,Yes,1.00,Yes,42,0.7,82,1,13,366,613,722,6,5,10,Yes,Yes,No,low cost
13/03/2022,796.00,No,0.50,No,2.00,No,12,0.5,114,1,8,174,518,1075,7,3,2,No,Yes,No,low cost
13/03/2022,1012.00,No,0.50,Yes,4.00,No,39,0.1,161,4,6,882,1195,2802,8,0,10,Yes,Yes,No,high cost
13/03/2022,1318.00,No,1.90,Yes,0.00,Yes,11,0.8,188,2,15,688,1591,1780,12,10,2,Yes,No,No,medium cost
13/03/2022,1708.00,No,0.80,No,8.00,Yes,14,0.9,197,4,16,263,1345,1247,19,16,16,Yes,No,No,medium cost
13/03/2022,598.00,Yes,0.80,Yes,8.00,Yes,62,0.1,117,8,9,118,764,3066,11,2,19,Yes,Yes,No,high cost
